Date,HomeTeam,AwayTeam,FTHG,FTAG,HR,AR,BbMxH,BbMxA,BbAHh,BbMxAHH,BbMxAHA
01/02/06,Blackburn,Man United,4,3,0,1,4.4,1.93,0.5,2,1.95
01/02/06,Liverpool,Birmingham,1,1,0,1,1.33,13,-1.25,1.8,2.15
01/02/06,Man City,Newcastle,3,0,0,0,2.1,3.89,-0.5,2.13,1.83
01/02/06,Portsmouth,Bolton,1,1,0,0,2.85,2.62,0,2.1,1.94
04/02/06,Birmingham,Arsenal,0,2,1,0,3.91,2.15,0.5,1.8,2.15
04/02/06,Bolton,Wigan,1,1,0,0,1.95,4.7,-0.5,1.93,2
04/02/06,Everton,Man City,1,0,0,1,2.4,3.3,-0.25,2.14,1.85
04/02/06,Man United,Fulham,4,2,0,0,1.32,13,-1.5,2.1,1.85
04/02/06,Middlesbrough,Aston Villa,0,4,0,0,2.35,3.3,-0.25,2.1,1.85
04/02/06,Newcastle,Portsmouth,2,0,0,0,1.9,4.88,-0.5,1.92,2.05
04/02/06,West Brom,Blackburn,2,0,0,0,2.94,2.6,0,2.14,1.86
04/02/06,West Ham,Sunderland,2,0,0,1,1.55,7.5,-1,2.05,1.93
05/02/06,Chelsea,Liverpool,2,0,0,1,2,5,-0.5,2.05,1.94
05/02/06,Tottenham,Charlton,3,1,0,0,1.8,5.5,-0.5,1.85,2.14
08/02/06,Charlton,Liverpool,2,0,0,0,5,1.87,0.5,2.1,1.9
11/02/06,Arsenal,Bolton,1,1,0,0,1.62,7,-1,2.11,1.83
11/02/06,Aston Villa,Newcastle,1,2,0,1,2.29,3.6,-0.25,1.91,2.02
11/02/06,Everton,Blackburn,1,0,1,0,2.48,3.31,-0.25,2.15,1.83
11/02/06,Fulham,West Brom,6,1,0,0,1.91,5,-0.5,1.91,2.08
11/02/06,Middlesbrough,Chelsea,3,0,0,0,9.26,1.44,1.25,1.83,2.1
11/02/06,Portsmouth,Man United,1,3,0,0,7,1.6,1,1.95,1.98
11/02/06,Wigan,Liverpool,0,1,0,0,4.5,2.05,0.5,1.95,2
12/02/06,Man City,Charlton,3,2,0,0,1.95,4.75,-0.5,1.92,2.15
12/02/06,Sunderland,Tottenham,1,1,0,0,6.3,1.69,0.75,2.02,1.94
13/02/06,West Ham,Birmingham,3,0,0,0,1.95,4.5,-0.5,1.98,2
14/02/06,Liverpool,Arsenal,1,0,0,0,2.22,4.05,-0.25,1.89,2.05
15/02/06,Blackburn,Sunderland,2,0,0,0,1.52,8.5,-1,1.85,2.08
19/02/06,Tottenham,Wigan,2,2,0,0,1.75,6.1,-0.75,2,2
22/02/06,Newcastle,Charlton,0,0,0,0,1.91,4.5,-0.5,1.9,2.03
25/02/06,Birmingham,Sunderland,1,0,0,0,1.72,6,-0.75,1.88,2.1
25/02/06,Blackburn,Arsenal,1,0,0,0,3.3,2.45,0.25,1.91,2.03
25/02/06,Charlton,Aston Villa,0,0,0,0,2.27,3.4,-0.25,2.03,1.9
25/02/06,Chelsea,Portsmouth,2,0,0,0,1.2,18.5,-1.75,1.95,2
25/02/06,Newcastle,Everton,2,0,0,0,2.24,3.8,-0.5,2.22,1.76
26/02/06,Bolton,Fulham,2,1,0,0,1.92,4.78,-0.5,1.94,2
26/02/06,Liverpool,Man City,1,0,0,1,1.61,7,-1,2.19,1.8
26/02/06,West Brom,Middlesbrough,0,2,1,0,2.55,2.95,0,1.8,2.14
04/03/06,Aston Villa,Portsmouth,1,0,0,0,1.77,5.35,-0.75,2.05,1.91
04/03/06,Fulham,Arsenal,0,4,0,0,3.35,2.3,0.25,2.01,1.98
04/03/06,Liverpool,Charlton,0,0,0,0,1.55,9,-1,2.1,1.93
04/03/06,Middlesbrough,Birmingham,1,0,0,0,1.95,4.5,-0.5,1.96,2
04/03/06,Newcastle,Bolton,3,1,0,0,2.4,3.2,-0.25,2.15,1.85
04/03/06,West Brom,Chelsea,1,2,0,1,8.5,1.48,1,2,2.02
04/03/06,West Ham,Everton,2,2,0,0,2.15,3.8,-0.25,1.9,2.08
05/03/06,Man City,Sunderland,2,1,0,1,1.45,9,-1.25,2.03,1.91
05/03/06,Tottenham,Blackburn,3,2,0,0,2,4.33,-0.5,2.05,1.88
06/03/06,Wigan,Man United,1,2,0,0,5.25,1.77,0.75,1.95,2
11/03/06,Birmingham,West Brom,1,1,0,0,2.05,4.2,-0.5,2.07,1.86
11/03/06,Blackburn,Aston Villa,2,0,0,0,2,4.5,-0.5,1.96,2
11/03/06,Bolton,West Ham,4,1,0,0,2.1,4.2,-0.5,2.05,1.9
11/03/06,Chelsea,Tottenham,2,1,0,0,1.57,7.55,-1,2.13,1.85
11/03/06,Everton,Fulham,3,1,0,0,1.91,4.7,-0.5,1.97,2
11/03/06,Portsmouth,Man City,2,1,0,0,2.9,2.6,0,2.14,1.85
11/03/06,Sunderland,Wigan,0,1,0,0,3.35,2.38,0.25,1.95,2
12/03/06,Arsenal,Liverpool,2,1,0,1,2.4,3.35,-0.25,2,1.94
12/03/06,Charlton,Middlesbrough,2,1,0,0,2.3,3.4,-0.25,2.03,1.9
12/03/06,Man United,Newcastle,2,0,0,0,1.5,8.5,-1,2.04,2.04
15/03/06,Liverpool,Fulham,5,1,0,0,1.42,9.5,-1.25,1.98,1.94
18/03/06,Arsenal,Charlton,3,0,0,0,4,11,-1.25,1.8,2.17
18/03/06,Birmingham,Tottenham,0,2,0,0,3.42,2.3,0.25,2.02,1.93
18/03/06,Blackburn,Middlesbrough,3,2,1,0,1.86,5.15,-0.5,1.83,2.17
18/03/06,Bolton,Sunderland,2,0,0,0,1.4,10.04,-1.25,1.95,2
18/03/06,Everton,Aston Villa,4,1,0,0,1.95,5,-0.5,1.88,2.05
18/03/06,Man City,Wigan,0,1,0,0,2.2,3.91,-0.25,1.95,2.03
18/03/06,West Brom,Man United,1,2,0,0,7.6,1.58,1,2,2.02
18/03/06,West Ham,Portsmouth,2,4,0,0,2.25,4.33,-0.25,1.94,2.03
19/03/06,Fulham,Chelsea,1,0,0,1,8.26,1.52,1,2.06,1.9
19/03/06,Newcastle,Liverpool,1,3,1,0,3.12,2.5,0.25,1.82,2.12
25/03/06,Aston Villa,Fulham,0,0,0,0,2.05,4.25,-0.5,2.08,1.85
25/03/06,Chelsea,Man City,2,0,0,1,1.31,14,-1.5,1.9,2.1
25/03/06,Liverpool,Everton,3,1,1,1,1.66,6.41,-0.75,1.84,2.13
25/03/06,Sunderland,Blackburn,0,1,0,0,5.83,1.78,0.75,2.02,1.96
25/03/06,Wigan,West Ham,1,2,0,0,2.15,3.75,-0.5,2.15,1.8
26/03/06,Charlton,Newcastle,3,1,0,0,2.4,3.15,-0.25,2.09,1.85
26/03/06,Man United,Birmingham,3,0,0,0,1.23,17.84,-1.75,1.88,2.08
26/03/06,Middlesbrough,Bolton,4,3,0,0,2.6,2.95,-0.25,2.19,1.78
27/03/06,Tottenham,West Brom,2,1,0,0,1.44,9,-1,1.8,2.24
